,Position,Track Name,Artist,Stream Count/Week,URL,source,Week Ending,id,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
8479,80,Put Your Records On,Ritt Momney,8469472,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,6AGOKlMZWLCaEJGnaROtF9,Put Your Records On,Put Your Records On,Ritt Momney,2020-04-24,210463,87,0.399,0.0563,0.491,0.00089,0.11,-10.778,0.0538,91.066,4
8480,81,Take You Dancing,Jason Derulo,8350924,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,59qrUpoplZxbIZxk6X0Bm3,Take You Dancing,Take You Dancing,Jason Derulo,2020-07-22,190306,87,0.789,0.0332,0.711,0.0,0.0876,-4.248,0.041,112.985,4
8481,82,death bed (coffee for your head),Powfu,8342931,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),death bed (coffee for your head),Powfu,2020-02-08,173333,89,0.726,0.731,0.431,0.0,0.696,-8.765,0.135,144.026,4
8482,83,Jeans,Justin Quiles,8282894,https://open.spotify.com/track/3GtnId3Cm1Xa6joCj08nzW,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,3GtnId3Cm1Xa6joCj08nzW,Jeans,Jeans,Justin Quiles,2020-08-14,185840,85,0.807,0.0165,0.656,0.0,0.0693,-4.395,0.105,83.943,4
8483,84,UN DIA (ONE DAY) (Feat. Tainy),J Balvin,8249529,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,0EhpEsp4L0oRGM0vmeaN5e,UN DIA (ONE DAY) (Feat. Tainy),UN DIA (ONE DAY) (Feat. Tainy),J Balvin,2020-07-24,232253,88,0.571,0.00536,0.693,0.0,0.173,-8.234,0.0545,168.169,4
8484,85,"Ay, DiOs Mío!",KAROL G,8182747,https://open.spotify.com/track/7x4ASXYEKfQBCewcZhK776,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,7x4ASXYEKfQBCewcZhK776,"Ay, DiOs Mío!","Ay, DiOs Mío!",KAROL G,2020-07-10,189653,85,0.718,0.512,0.712,0.00121,0.104,-4.366,0.174,180.034,4
8485,86,pov,Ariana Grande,8113313,https://open.spotify.com/track/3UoULw70kMsiVXxW0L3A33,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,3UoULw70kMsiVXxW0L3A33,pov,Positions,Ariana Grande,2020-10-30,201882,83,0.487,0.36,0.534,0.0,0.1,-5.664,0.0555,131.798,4
8486,87,Blueberry Faygo,Lil Mosey,8054426,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,22LAwLoDA5b4AaGSkg6bKW,Blueberry Faygo,Certified Hitmaker,Lil Mosey,2020-02-06,162546,82,0.774,0.207,0.554,0.0,0.132,-7.909,0.0383,99.034,4
8487,88,GIRL LIKE ME,Black Eyed Peas,8004390,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,2vBET2pmrQqafaS6zIaYta,GIRL LIKE ME,Translation,Black Eyed Peas,2020-06-18,220659,75,0.964,0.0194,0.486,0.04,0.0694,-8.891,0.188,124.058,4
8488,89,Parce (feat. Justin Quiles),Maluma,7917772,https://open.spotify.com/track/4RJz8NfIe09gpKMiRUWKhJ,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,4RJz8NfIe09gpKMiRUWKhJ,Parce (feat. Justin Quiles),PAPI JUANCHO,Maluma,2020-08-21,248345,86,0.691,0.422,0.739,3.95e-06,0.11,-3.09,0.229,83.897,4
8489,90,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,7886025,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,Hollywood's Bleeding,Post Malone,2019-09-06,157560,82,0.755,0.533,0.522,0.0,0.0685,-4.368,0.0575,89.96,4
8490,91,"Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,7878687,https://open.spotify.com/track/78SeXVRJ7KCqVmOwTiFjnI,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,78SeXVRJ7KCqVmOwTiFjnI,"Nathy Peluso: Bzrp Music Sessions, Vol. 36","Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,2020-11-27,171215,84,0.65,0.25,0.655,0.0,0.0691,-3.71,0.405,94.059,4
8491,92,Body,Megan Thee Stallion,7827346,https://open.spotify.com/track/0A1hoCfMLkiAgvhWkkucJa,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,0A1hoCfMLkiAgvhWkkucJa,Body,Good News,Megan Thee Stallion,2020-11-20,171067,85,0.914,0.0166,0.732,0.0,0.107,-6.1,0.241,94.066,4
8492,93,SO DONE,The Kid LAROI,7811748,https://open.spotify.com/track/3qgPpwtuRu5oP8EtFSj8HE,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,3qgPpwtuRu5oP8EtFSj8HE,SO DONE,F*CK LOVE (SAVAGE),The Kid LAROI,2020-11-06,126521,77,0.719,0.232,0.598,0.0,0.115,-6.254,0.077,142.592,4
8493,94,Tusa,KAROL G,7803822,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,7k4t7uLgtOxPwTpFmtJNTY,Tusa,Tusa,KAROL G,2019-11-07,200960,86,0.803,0.295,0.715,0.000134,0.0574,-3.28,0.298,101.085,4
8494,95,Lucid Dreams,Juice WRLD,7783523,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,285pBltuF7vW8TeWk8hdRR,Lucid Dreams,Goodbye & Good Riddance,Juice WRLD,2018-12-10,239835,88,0.511,0.349,0.566,0.0,0.34,-7.23,0.2,83.903,4
8495,96,Memories,Maroon 5,7741050,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,2b8fOow8UzyDFAE27YhOZM,Memories,Memories,Maroon 5,2019-09-20,189486,88,0.764,0.837,0.32,0.0,0.0822,-7.209,0.0546,91.019,4
8496,97,lovely (with Khalid),Billie Eilish,7640165,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),lovely (with Khalid),Billie Eilish,2018-04-19,200185,89,0.351,0.934,0.296,0.0,0.095,-10.109,0.0333,115.284,4
8497,98,Good Days,SZA,7512818,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,3YJJjQPAbDT7mGpX3WtQ9A,Good Days,Good Days,SZA,2020-12-25,279204,93,0.436,0.499,0.655,8.1e-06,0.688,-8.37,0.0583,121.002,4
8498,99,Señorita,Shawn Mendes,7482868,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,6v3KW9xbzN5yKLt9YKDYA2,Señorita,Shawn Mendes (Deluxe),Shawn Mendes,2019-06-19,190799,82,0.759,0.0392,0.548,0.0,0.0828,-6.049,0.029,116.967,4
8499,100,Tattoo - Remix with Camilo,Rauw Alejandro,7481097,https://open.spotify.com/track/4G3PTss3mU33Tau7t4KbwE,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,4G3PTss3mU33Tau7t4KbwE,Tattoo - Remix with Camilo,Afrodisíaco,Rauw Alejandro,2020-11-13,222680,76,0.721,0.0406,0.637,0.0,0.0525,-5.134,0.286,193.922,4
8500,101,bad guy,Billie Eilish,7421624,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,2Fxmhks0bxGSBdJ92vM42m,bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,194087,88,0.701,0.328,0.425,0.13,0.1,-10.965,0.375,135.128,4
8501,102,Golden,Harry Styles,7408233,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,45S5WTQEGOB1VHr1Q4FuPl,Golden,Fine Line,Harry Styles,2019-12-13,208906,89,0.448,0.21,0.838,0.000131,0.131,-5.257,0.0557,139.863,4
8502,103,Wishing Well,Juice WRLD,7381354,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,2U5WueTLIK5WJLD7mvDODv,Wishing Well,Legends Never Die,Juice WRLD,2020-07-10,194621,88,0.65,0.00336,0.613,0.0,0.267,-6.13,0.128,149.972,4
8503,104,Adore You,Harry Styles,7341036,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,3jjujdWJ72nww5eGnfs2E7,Adore You,Fine Line,Harry Styles,2019-12-13,207133,87,0.676,0.0237,0.771,7e-06,0.102,-3.675,0.0483,99.048,4
8504,105,Rain On Me (with Ariana Grande),Lady Gaga,7326075,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,7ju97lgwC2rKQ6wwsf9no9,Rain On Me (with Ariana Grande),Chromatica,Lady Gaga,2020-05-29,182200,80,0.672,0.021,0.855,0.0,0.323,-3.764,0.0397,123.056,4
8505,106,Dreams - 2004 Remaster,Fleetwood Mac,7301824,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,Rumours (Super Deluxe),Fleetwood Mac,1977-02-04,257800,86,0.828,0.0644,0.492,0.00428,0.128,-9.744,0.0276,120.151,4
8506,107,goosebumps,Travis Scott,7233579,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,6gBFPUFcJLzWGx4lenP6h2,goosebumps,Birds In The Trap Sing McKnight,Travis Scott,2016-09-16,243836,88,0.841,0.0847,0.728,0.0,0.149,-3.37,0.0484,130.049,4
8507,108,MODO TURBO,Luísa Sonza,7215709,https://open.spotify.com/track/0YqTL3nSL36OFdHwHoqCag,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,0YqTL3nSL36OFdHwHoqCag,MODO TURBO,MODO TURBO,Luísa Sonza,2020-12-21,150259,82,0.655,0.334,0.726,3.13e-06,0.232,-7.628,0.0796,160.064,4
8508,109,Train Wreck,James Arthur,7138192,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,55Am8neGJkdj2ADaM3aw5H,Train Wreck,Back from the Edge,James Arthur,2016-10-28,208826,87,0.311,0.701,0.485,0.0,0.0726,-5.726,0.0365,77.355,4
8509,110,White Christmas,Bing Crosby,7045348,https://open.spotify.com/track/4so0Wek9Ig1p6CRCHuINwW,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,4so0Wek9Ig1p6CRCHuINwW,White Christmas,Holiday Inn (Original Motion Picture Soundtrack),Bing Crosby,1942-01-01,177480,60,0.317,0.673,0.158,0.353,0.338,-16.485,0.0381,130.503,3
8510,111,Reminds Me Of You,Juice WRLD,7023768,https://open.spotify.com/track/5YSHygGN9D0mID1NsVd5my,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,5YSHygGN9D0mID1NsVd5my,Reminds Me Of You,Reminds Me Of You,Juice WRLD,2020-12-08,158032,83,0.613,0.0663,0.631,0.0,0.169,-6.965,0.12,149.992,4
8511,112,Despeinada,Ozuna,7002007,https://open.spotify.com/track/0JAZWvvqttGFm4UMDsPQXC,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,0JAZWvvqttGFm4UMDsPQXC,Despeinada,Enoc,Ozuna,2020-09-04,224186,83,0.734,0.186,0.775,0.000542,0.123,-3.855,0.0614,166.039,4
8512,113,Falling,Trevor Daniel,6913602,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,2rRJrJEo19S2J82BDsQ3F7,Falling,Nicotine,Trevor Daniel,2020-03-26,159381,78,0.784,0.123,0.43,0.0,0.0887,-8.756,0.0364,127.087,4
8513,114,Slay3r,Playboi Carti,6912271,https://open.spotify.com/track/1eMNW1HQjF1dbb4GtnmpaX,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,1eMNW1HQjF1dbb4GtnmpaX,Slay3r,Whole Lotta Red,Playboi Carti,2020-12-25,164590,71,0.885,0.165,0.661,0.0,0.334,-5.062,0.141,140.028,4
8514,115,Come & Go (with Marshmello),Juice WRLD,6904704,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,2Y0wPrPQBrGhoLn14xRYCG,Come & Go (with Marshmello),Legends Never Die,Juice WRLD,2020-07-10,205484,86,0.625,0.0172,0.814,0.0,0.158,-5.181,0.0657,144.991,4
8515,116,Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,6902592,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,6i7zAdNhzUN2k1HcrBxPHG,Head Shoulders Knees & Toes (feat. Norma Jean Martine),Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,2020-05-08,156960,84,0.798,0.0247,0.828,2.55e-06,0.121,-5.36,0.193,124.962,4
8516,117,Recairei - Ao Vivo,Os Barões Da Pisadinha,6872561,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,2JTir3y1VuJQmexiTCMcTP,Recairei - Ao Vivo,Piseiro 2020 Ao Vivo,Os Barões Da Pisadinha,2020-10-15,166837,76,0.582,0.449,0.937,0.0,0.684,-2.118,0.0858,168.096,4
8517,118,Polvo,Nicky Jam,6846444,https://open.spotify.com/track/68mrW6gXHgupgSiDHgaDi5,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,68mrW6gXHgupgSiDHgaDi5,Polvo,Polvo,Nicky Jam,2020-11-20,211130,87,0.763,0.0105,0.621,2.94e-06,0.106,-6.169,0.066,82.042,4
8518,119,Hawái - Remix,Maluma,6838815,https://open.spotify.com/track/0GzuHFG4Ql6DoyxFRnIk3F,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,0GzuHFG4Ql6DoyxFRnIk3F,Hawái - Remix,Hawái (Remix),Maluma,2020-11-05,200481,84,0.766,0.105,0.788,5.81e-06,0.142,-3.128,0.312,179.984,4
8519,120,Midnight Sky,Miley Cyrus,6817795,https://open.spotify.com/track/4i2qxFEVVUi8yOYoxB8TCX,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,4i2qxFEVVUi8yOYoxB8TCX,Midnight Sky,Plastic Hearts,Miley Cyrus,2020-11-27,223280,77,0.699,0.00161,0.805,0.00177,0.249,-5.535,0.0345,109.976,4
8520,121,Robbery,Juice WRLD,6806666,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,6Hj9jySrnFppAI0sEMCZpJ,Robbery,Death Race For Love,Juice WRLD,2019-03-08,240050,87,0.685,0.328,0.692,0.0,0.153,-5.122,0.0457,159.966,5
8521,122,champagne problems,Taylor Swift,6782907,https://open.spotify.com/track/0sY6ZUTh4yoctD8VIXz339,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,0sY6ZUTh4yoctD8VIXz339,champagne problems,evermore,Taylor Swift,2020-12-11,244000,82,0.462,0.92,0.24,0.0,0.113,-12.077,0.0377,171.319,4
8522,123,A Holly Jolly Christmas - Single Version,Burl Ives,6716353,https://open.spotify.com/track/77khP2fIVhSW23NwxrRluh,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,77khP2fIVhSW23NwxrRluh,A Holly Jolly Christmas - Single Version,Have A Holly Jolly Christmas,Burl Ives,1965-01-01,135533,56,0.683,0.579,0.375,0.0,0.076,-13.056,0.0303,140.467,4
8523,124,Stuck with U (with Justin Bieber),Ariana Grande,6692060,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),Stuck with U,Ariana Grande,2020-05-08,228482,87,0.597,0.223,0.45,0.0,0.382,-6.658,0.0418,178.765,3
8524,125,Sofia,Clairo,6649117,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,7B3z0ySL9Rr0XvZEAjWZzM,Sofia,Immunity,Clairo,2019-08-02,188386,86,0.744,0.598,0.619,0.00372,0.231,-9.805,0.039,112.997,4
8525,126,Break My Heart,Dua Lipa,6636723,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,017PF4Q3l4DBUiWoXk4OWT,Break My Heart,Future Nostalgia,Dua Lipa,2020-03-27,221820,84,0.73,0.167,0.729,1.39e-06,0.349,-3.434,0.0883,113.013,4
8526,127,At My Worst,Pink Sweat$,6619008,https://open.spotify.com/track/2tI4WyzqOOwC23S5m0kqcB,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,2tI4WyzqOOwC23S5m0kqcB,At My Worst,At My Worst (Joel Corry Remix),Pink Sweat$,2020-12-04,170344,70,0.813,0.777,0.415,0.0,0.131,-5.926,0.0349,91.921,4
8527,128,Life Is Good (feat. Drake),Future,6608227,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,1K5KBOgreBi5fkEHvg5ap3,Life Is Good (feat. Drake),High Off Life,Future,2020-05-15,237918,77,0.795,0.067,0.574,0.0,0.15,-6.903,0.487,142.053,4
8528,129,HIGHEST IN THE ROOM,Travis Scott,6589642,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,Travis Scott,2019-10-04,175720,87,0.598,0.0546,0.427,5.83e-06,0.21,-8.764,0.0317,76.469,4
8529,130,Daisy,Ashnikko,6543117,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,0AUvWawuP0ibk4SQ3sIZjk,Daisy,Daisy,Ashnikko,2020-07-09,146523,82,0.834,0.235,0.663,0.0,0.372,-6.143,0.133,121.876,4
8530,131,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,6471334,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,2r6OAV3WsYtXuXjvJ1lIDi,Hello (feat. A Boogie Wit da Hoodie),Shoot For The Stars Aim For The Moon (Deluxe),Pop Smoke,2020-07-20,190534,87,0.905,0.0187,0.647,0.0,0.282,-5.065,0.107,130.97,4
8531,132,Shallow,Lady Gaga,6443015,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,2VxeLyX666F8uXCJ0dZF8B,Shallow,A Star Is Born Soundtrack,Lady Gaga,2018-10-05,215733,85,0.572,0.371,0.385,0.0,0.231,-6.362,0.0308,95.799,4
8532,133,Si Me Tomo Una Cerveza,Migrantes,6419979,https://open.spotify.com/track/3lCbsHaN1wCxyDzcNN2x4N,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,3lCbsHaN1wCxyDzcNN2x4N,Si Me Tomo Una Cerveza,Si Me Tomo una Cerveza,Migrantes,2020-11-07,182198,83,0.72,0.185,0.613,0.0,0.155,-6.899,0.0572,84.974,4
8533,134,Fairytale of New York (feat. Kirsty MacColl),The Pogues,6404964,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,3VTNVsTTu05dmTsVFrmGpK,Fairytale of New York (feat. Kirsty MacColl),If I Should Fall from Grace with God (Expanded Edition),The Pogues,1988-09-05,272466,63,0.271,0.582,0.551,4.16e-05,0.256,-7.48,0.0457,78.111,4
8534,135,Mood Swings (feat. Lil Tjay),Pop Smoke,6395000,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,5rZlwNFl01HqLWBQGryKSm,Mood Swings (feat. Lil Tjay),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,213333,86,0.48,0.487,0.602,0.0,0.0848,-6.335,0.368,179.798,4
8535,136,Ride It,Regard,6333838,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,2tnVG71enUj33Ic2nFN6kZ,Ride It,Ride It,Regard,2019-07-26,157605,87,0.88,0.177,0.751,6.43e-05,0.106,-4.258,0.0874,117.948,4
8536,137,La Jeepeta - Remix,Nio Garcia,6301862,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,6bvfJf4KjonPMuPfGfy3S2,La Jeepeta - Remix,Now Or Never,Nio Garcia,2020-07-24,345240,75,0.814,0.297,0.714,4.89e-06,0.091,-4.65,0.207,176.013,4
8537,138,Believer,Imagine Dragons,6273546,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,0pqnGHJpmpxLKifKRmU6WP,Believer,Evolve,Imagine Dragons,2017-06-23,204346,88,0.776,0.0622,0.78,0.0,0.081,-4.374,0.128,124.949,4
8538,139,Say So,Doja Cat,6171907,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,3Dv1eDb0MEgF93GpLXlucZ,Say So,Hot Pink,Doja Cat,2019-11-07,237893,85,0.787,0.256,0.673,3.57e-06,0.0904,-4.577,0.158,110.962,4
8539,140,Godzilla (feat. Juice WRLD),Eminem,6169283,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,7FIWs0pqAYbP91WWM0vlTQ,Godzilla (feat. Juice WRLD),Music To Be Murdered By,Eminem,2020-01-17,210800,86,0.808,0.145,0.745,0.0,0.292,-5.26,0.342,165.995,4
8540,141,Toosie Slide,Drake,6160794,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,466cKvZn1j45IpxDdYZqdA,Toosie Slide,Dark Lane Demo Tapes,Drake,2020-05-01,247058,77,0.83,0.289,0.49,3.04e-06,0.113,-8.82,0.209,81.604,4
8541,142,Bohemian Rhapsody - Remastered 2011,Queen,6127898,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,4u7EnebtmKWzUH433cf5Qv,Bohemian Rhapsody - Remastered 2011,A Night At The Opera (2011 Remaster),Queen,1975-11-21,354320,83,0.414,0.271,0.404,0.0,0.3,-9.928,0.0499,71.105,4
8542,143,Daddy Issues,The Neighbourhood,6125354,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,5E30LdtzQTGqRvNd7l6kG5,Daddy Issues,Wiped Out!,The Neighbourhood,2015-10-30,260173,87,0.588,0.0678,0.521,0.149,0.123,-9.461,0.0329,85.012,4
8543,144,Mi Cuarto,Jerry Di,6097912,https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,6fmQjRuo7XvRFCK2qex5hQ,Mi Cuarto,DI LETRA,Jerry Di,2020-04-03,197586,84,0.854,0.819,0.525,0.0,0.146,-4.426,0.214,97.054,4
8544,145,How You Like That,BLACKPINK,6095250,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,4SFknyjLcyTLJFPKD2m96o,How You Like That,THE ALBUM,BLACKPINK,2020-10-02,182956,82,0.812,0.0465,0.761,0.000135,0.0601,-5.222,0.0812,130.032,4
8545,146,Jocelyn Flores,XXXTENTACION,6061650,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,7m9OqQk4RVRkw9JJdeAw96,Jocelyn Flores,17,XXXTENTACION,2017-08-25,119133,88,0.872,0.469,0.391,4.13e-06,0.297,-9.144,0.242,134.021,4
8546,147,7 rings,Ariana Grande,6056851,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,6ocbgoVGwYJhOv1GgI9NsF,7 rings,"thank u, next",Ariana Grande,2019-02-08,178626,86,0.778,0.592,0.317,0.0,0.0881,-10.732,0.334,140.048,4
8547,148,All Girls Are The Same,Juice WRLD,6055414,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,4VXIryQMWpIdGgYR4TrjT1,All Girls Are The Same,Goodbye & Good Riddance,Juice WRLD,2018-12-10,165819,87,0.671,0.0769,0.529,0.000335,0.0856,-7.226,0.307,161.989,4
8548,149,Merry Christmas Everyone,Shakin' Stevens,6052105,https://open.spotify.com/track/2TE4xW3ImvpltVU0cPcKUn,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,2TE4xW3ImvpltVU0cPcKUn,Merry Christmas Everyone,Merry Christmas Everyone,Shakin' Stevens,1991-11-25,220160,60,0.534,0.129,0.904,0.0,0.128,-3.315,0.0369,202.899,4
8549,150,Tú Me Dejaste De Querer,C. Tangana,6016894,https://open.spotify.com/track/0XinBYhf1X3kdvKQHOX971,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,0XinBYhf1X3kdvKQHOX971,Tú Me Dejaste De Querer,Tú Me Dejaste De Querer,C. Tangana,2020-11-05,198499,82,0.812,0.31,0.747,0.00412,0.1,-4.611,0.15,168.025,4
8550,151,Blue Christmas,Elvis Presley,6007011,https://open.spotify.com/track/3QiAAp20rPC3dcAtKtMaqQ,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,3QiAAp20rPC3dcAtKtMaqQ,Blue Christmas,Elvis' Christmas Album,Elvis Presley,1957-10-15,129173,62,0.465,0.9,0.27,0.00104,0.145,-16.661,0.0425,94.518,4
