,Position,Track Name,Artist,Stream Count/Week,URL,source,Week Ending,id,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
74,75,lovely (with Khalid),Billie Eilish,9413297,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),lovely (with Khalid),Billie Eilish,2018-04-19,200185,89,0.351,0.934,0.296,0.0,0.095,-10.109,0.0333,115.284,4
75,76,Soliá,Bad Bunny,9340683,https://open.spotify.com/track/7sOfmPd18RWp3FoCzpa7Kw,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,7sOfmPd18RWp3FoCzpa7Kw,Soliá,YHLQMDLG,Bad Bunny,2020-02-28,159282,74,0.71,0.117,0.81,0.000132,0.154,-5.507,0.0854,92.041,4
76,77,Keii,Anuel AA,9335232,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,5eEQCfq7MXQr6aHLNRUZLs,Keii,Keii,Anuel AA,2020-02-07,210000,71,0.708,0.4,0.797,0.0,0.096,-3.095,0.0391,88.015,4
77,78,"10,000 Hours (with Justin Bieber)",Dan + Shay,9225155,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)","10,000 Hours (with Justin Bieber)",Dan + Shay,2019-10-04,167693,85,0.654,0.153,0.63,0.0,0.111,-4.644,0.0259,89.991,4
78,79,What A Man Gotta Do,Jonas Brothers,9063194,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,4wNIkl5XGiAACjFBlDWuSd,What A Man Gotta Do,What A Man Gotta Do,Jonas Brothers,2020-01-17,180644,82,0.852,0.00839,0.698,1.03e-06,0.0773,-7.206,0.0629,113.039,4
79,80,25/8,Bad Bunny,8949422,https://open.spotify.com/track/4NqQaovM14WR2hNPMFxgjb,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,4NqQaovM14WR2hNPMFxgjb,25/8,YHLQMDLG,Bad Bunny,2020-02-28,243275,73,0.761,0.092,0.732,0.0,0.0716,-5.469,0.0549,151.982,4
80,81,Se Me Olvidó,Christian Nodal,8725767,https://open.spotify.com/track/5Xitt5a5uLQ1QtYdFxmi9e,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,5Xitt5a5uLQ1QtYdFxmi9e,Se Me Olvidó,Se Me Olvidó,Christian Nodal,2020-03-06,159133,70,0.647,0.348,0.554,0.0,0.317,-3.14,0.032,141.823,4
81,82,What If I Told You That I Love You,Ali Gatie,8641616,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,3cqPu20DGTGUoZtbJH2Dmi,What If I Told You That I Love You,What If I Told You That I Love You,Ali Gatie,2020-01-24,193667,75,0.605,0.63,0.365,6.83e-06,0.0554,-11.144,0.111,84.628,4
82,83,Está Cabrón Ser Yo,Bad Bunny,8607384,https://open.spotify.com/track/4saHEjXw7O1NXJOzBkUKKG,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,4saHEjXw7O1NXJOzBkUKKG,Está Cabrón Ser Yo,YHLQMDLG,Bad Bunny,2020-02-28,227939,71,0.81,0.0732,0.854,0.0,0.123,-3.999,0.254,154.083,4
83,84,Beautiful People (feat. Khalid),Ed Sheeran,8525214,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,70eFcWOvlMObDhURTqT4Fv,Beautiful People (feat. Khalid),No.6 Collaborations Project,Ed Sheeran,2019-07-12,197866,77,0.64,0.124,0.647,0.0,0.0801,-8.114,0.186,92.979,4
84,85,Muévelo,Nicky Jam,8520013,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,4VgYtXCVJ7IbWAZ5ryfvEQ,Muévelo,Muévelo,Nicky Jam,2020-01-08,194892,76,0.594,0.415,0.808,1.39e-05,0.565,-2.409,0.0489,188.09,4
85,86,Hablamos Mañana,Bad Bunny,8478676,https://open.spotify.com/track/1V8XneTrX6kKeoxYbk4x6h,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,1V8XneTrX6kKeoxYbk4x6h,Hablamos Mañana,YHLQMDLG,Bad Bunny,2020-02-28,240253,72,0.683,0.0869,0.677,0.0,0.0998,-4.496,0.0469,156.019,4
86,87,Ballin' (with Roddy Ricch),Mustard,8477579,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,3QzAOrNlsabgbMwlZt7TAY,Ballin' (with Roddy Ricch),Perfect Ten,Mustard,2019-06-28,180434,83,0.809,0.392,0.545,0.0,0.151,-6.678,0.0735,97.008,4
87,88,HIGHEST IN THE ROOM,Travis Scott,8421659,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,Travis Scott,2019-10-04,175720,87,0.598,0.0546,0.427,5.83e-06,0.21,-8.764,0.0317,76.469,4
88,89,Me Gusta,Shakira,8324124,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,5Xhqh4lwJPtMUTsdBztN1a,Me Gusta,Me Gusta,Shakira,2020-01-13,190570,76,0.775,0.0559,0.696,0.00184,0.157,-5.184,0.0681,92.007,4
89,90,Shallow,Lady Gaga,8312491,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,2VxeLyX666F8uXCJ0dZF8B,Shallow,A Star Is Born Soundtrack,Lady Gaga,2018-10-05,215733,85,0.572,0.371,0.385,0.0,0.231,-6.362,0.0308,95.799,4
90,91,Suicidal,YNW Melly,8299173,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,1iSqfoUFnQwV0QW1EfUit8,Suicidal,Melly vs. Melvin,YNW Melly,2019-11-22,222997,80,0.735,0.334,0.369,0.0,0.126,-9.682,0.0688,140.004,4
91,92,when the party's over,Billie Eilish,8245898,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,43zdsphuZLzwA9k4DJhU0I,when the party's over,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,196077,86,0.367,0.978,0.111,3.97e-05,0.0897,-14.084,0.0972,82.642,4
92,93,Chrome Heart Tags,Lil Uzi Vert,8219307,https://open.spotify.com/track/46mT9NR7N9Zf5MolcrBgE3,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,46mT9NR7N9Zf5MolcrBgE3,Chrome Heart Tags,Eternal Atake,Lil Uzi Vert,2020-03-06,212821,61,0.702,0.541,0.768,0.0,0.105,-4.055,0.0669,70.056,4
93,94,Know Your Worth,Khalid,8186922,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,0TrPqhAMoaKUFLR7iYDokf,Know Your Worth,Know Your Worth,Khalid,2020-02-04,181436,80,0.79,0.145,0.694,0.00252,0.281,-7.726,0.0708,103.007,4
94,95,Lucid Dreams,Juice WRLD,8176125,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,285pBltuF7vW8TeWk8hdRR,Lucid Dreams,Goodbye & Good Riddance,Juice WRLD,2018-12-10,239835,88,0.511,0.349,0.566,0.0,0.34,-7.23,0.2,83.903,4
95,96,If the World Was Ending - feat. Julia Michaels,JP Saxe,8159326,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,2kJwzbxV2ppxnQoYw4GLBZ,If the World Was Ending - feat. Julia Michaels,If the World Was Ending (feat. Julia Michaels),JP Saxe,2019-10-17,208687,86,0.464,0.866,0.473,0.0,0.109,-10.086,0.129,75.801,4
96,97,LA CANCIÓN,J Balvin,8002193,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,0fea68AdmYNygeTGI4RC18,LA CANCIÓN,OASIS,J Balvin,2019-06-28,242573,84,0.754,0.152,0.646,1.85e-05,0.108,-5.795,0.317,176.089,4
97,98,Que Malo,Bad Bunny,7973160,https://open.spotify.com/track/53v2u51nq3CxiKUNphRzP1,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,53v2u51nq3CxiKUNphRzP1,Que Malo,YHLQMDLG,Bad Bunny,2020-02-28,167975,72,0.802,0.0832,0.787,0.0,0.153,-6.181,0.0599,94.026,4
98,99,China,Anuel AA,7939446,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,2ksOAxtIxY8yElEWw8RhgK,China,China,Anuel AA,2019-07-19,301714,79,0.786,0.0846,0.808,0.000289,0.0822,-3.702,0.0882,105.027,4
99,100,La Zona,Bad Bunny,7918726,https://open.spotify.com/track/5kqNIqFjijuzvVLhuY9B8j,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,5kqNIqFjijuzvVLhuY9B8j,La Zona,YHLQMDLG,Bad Bunny,2020-02-28,136892,71,0.762,0.2,0.801,7.04e-05,0.254,-3.661,0.0409,93.992,4
100,101,Lose You To Love Me,Selena Gomez,7881482,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,Rare,Selena Gomez,2020-01-10,206458,84,0.488,0.556,0.343,0.0,0.21,-8.985,0.0436,102.819,4
101,102,Bust Me,Lil Uzi Vert,7828045,https://open.spotify.com/track/4wBcaYqLPm7EtDVoJQORU4,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,4wBcaYqLPm7EtDVoJQORU4,Bust Me,Eternal Atake,Lil Uzi Vert,2020-03-06,194451,61,0.734,0.237,0.703,1.99e-06,0.413,-6.256,0.355,151.923,4
102,103,ON,BTS,7770074,https://open.spotify.com/track/2QyuXBcV1LJ2rq01KhreMF,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,2QyuXBcV1LJ2rq01KhreMF,ON,MAP OF THE SOUL : 7,BTS,2020-02-21,246380,79,0.583,0.118,0.817,0.0,0.338,-5.146,0.0987,105.936,4
103,104,rockstar (feat. 21 Savage),Post Malone,7751709,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,0e7ipj03S05BNilyu5bRzt,rockstar (feat. 21 Savage),beerbongs & bentleys,Post Malone,2018-04-27,218146,85,0.585,0.124,0.52,7.01e-05,0.131,-6.136,0.0712,159.801,4
104,105,Callaita,Bad Bunny,7713775,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,2TH65lNHgvLxCKXM3apjxI,Callaita,Callaita,Bad Bunny,2019-05-31,250533,82,0.61,0.6,0.624,2.12e-06,0.243,-4.773,0.309,176.169,4
105,106,Never Seen the Rain,Tones And I,7592001,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,2grAr8pWMuLWn8ZYEE9wDV,Never Seen the Rain,Never Seen the Rain,Tones And I,2019-07-15,200755,65,0.485,0.44,0.461,0.0,0.232,-5.646,0.0444,87.009,4
106,107,Boss Bitch,Doja Cat,7583588,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,78qd8dvwea0Gosb6Fe6j3k,Boss Bitch,Boss Bitch,Doja Cat,2020-01-23,134239,84,0.707,0.127,0.955,0.0,0.202,-4.593,0.222,125.989,4
107,108,Una Vez,Bad Bunny,7552126,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,5J7teKIJGtqVypgYI6sqXj,Una Vez,YHLQMDLG,Bad Bunny,2020-02-28,232496,79,0.55,0.132,0.598,2.58e-06,0.0955,-5.402,0.0831,83.836,4
108,109,BOP,DaBaby,7546240,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,6Ozh9Ok6h4Oi1wUSLtBseN,BOP,KIRK,DaBaby,2019-09-27,159714,84,0.769,0.189,0.787,0.0,0.129,-3.909,0.367,126.77,4
109,110,Watermelon Sugar,Harry Styles,7526768,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,Fine Line,Harry Styles,2019-12-13,174000,91,0.548,0.122,0.816,0.0,0.335,-4.209,0.0465,95.39,4
110,111,Goodbyes (Feat. Young Thug),Post Malone,7458397,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,6vBdBCoOhKHiYDDOcorfNo,Goodbyes (Feat. Young Thug),Goodbyes (Feat. Young Thug),Post Malone,2019-07-05,174960,7,0.58,0.447,0.653,0.0,0.111,-3.818,0.0745,150.231,4
111,112,Feel Me,Selena Gomez,7451721,https://open.spotify.com/track/4MdcsdRj7i8eBm0qFjO4L4,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,4MdcsdRj7i8eBm0qFjO4L4,Feel Me,Rare (Bonus Track Version),Selena Gomez,2020-01-10,226002,0,0.71,0.44,0.808,0.000773,0.0734,-6.703,0.0433,99.989,4
112,113,Who (feat. BTS),Lauv,7429546,https://open.spotify.com/track/2qG81jL9UIP54uS8gYyP4k,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,2qG81jL9UIP54uS8gYyP4k,Who (feat. BTS),~how i'm feeling~,Lauv,2020-03-06,180413,76,0.632,0.551,0.345,0.0,0.104,-8.0,0.0349,141.641,3
113,114,7 rings,Ariana Grande,7412522,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,6ocbgoVGwYJhOv1GgI9NsF,7 rings,"thank u, next",Ariana Grande,2019-02-08,178626,86,0.778,0.592,0.317,0.0,0.0881,-10.732,0.334,140.048,4
114,115,Fantasias,Rauw Alejandro,7366337,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,6mAN61JH0dzyZpWslS11jy,Fantasias,Fantasias,Rauw Alejandro,2019-08-29,199711,79,0.879,0.143,0.703,0.0,0.0569,-4.219,0.0701,94.004,4
115,116,SUGAR,BROCKHAMPTON,7276519,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,6U0FIYXCQ3TGrk4tFpLrEA,SUGAR,GINGER,BROCKHAMPTON,2019-08-23,204533,80,0.453,0.449,0.538,0.0,0.19,-8.212,0.0638,122.973,4
116,117,René,Residente,7240117,https://open.spotify.com/track/6gm12xlADJwiBbHIKBXzGW,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,6gm12xlADJwiBbHIKBXzGW,René,René,Residente,2020-02-27,457591,69,0.486,0.435,0.388,0.0,0.196,-9.326,0.126,90.471,4
117,118,It's You,Ali Gatie,7156674,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,5DqdesEfbRyOlSS3Tf6c29,It's You,YOU,Ali Gatie,2019-11-08,212606,84,0.732,0.374,0.463,0.0,0.194,-6.972,0.0287,95.971,4
118,119,No Me Conoce - Remix,Jhay Cortez,7145468,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,4R8BJggjosTswLxtkw8V7P,No Me Conoce - Remix,Famouz,Jhay Cortez,2019-05-24,309120,79,0.806,0.145,0.786,0.0,0.0935,-3.831,0.0741,91.973,4
119,120,Falling,Harry Styles,7126787,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,1ZMiCix7XSAbfAJlEZWMCp,Falling,Fine Line,Harry Styles,2019-12-13,240133,87,0.567,0.839,0.267,1.46e-06,0.089,-6.502,0.0299,110.011,4
120,121,Lalala,Y2K,7112136,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,51Fjme0JiitpyXKuyQiCDo,Lalala,Lalala,Y2K,2019-06-28,160626,80,0.843,0.181,0.391,0.0,0.137,-7.899,0.0845,129.972,4
121,122,Secure The Bag,Lil Uzi Vert,7053947,https://open.spotify.com/track/7gHZGXSJzM29WA384suYY2,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,7gHZGXSJzM29WA384suYY2,Secure The Bag,Eternal Atake,Lil Uzi Vert,2020-03-06,238425,61,0.803,0.344,0.719,0.0,0.425,-4.485,0.392,129.945,4
122,123,<3,Bad Bunny,7031130,https://open.spotify.com/track/4MZSqgwlE71CWZ6qQ3gkKm,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,4MZSqgwlE71CWZ6qQ3gkKm,<3,YHLQMDLG,Bad Bunny,2020-02-28,157967,72,0.631,0.602,0.665,1.7e-06,0.152,-7.589,0.229,80.353,4
123,124,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),Polo G,6997406,https://open.spotify.com/track/74fV8TuLZKVzSIOOGu8wwI,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,74fV8TuLZKVzSIOOGu8wwI,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),Polo G,2020-02-14,165726,62,0.92,0.0277,0.833,0.0,0.0596,-3.18,0.253,141.034,4
124,125,Woah,Lil Baby,6931264,https://open.spotify.com/track/02RCbjb9czvQKNGBmEmWob,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,02RCbjb9czvQKNGBmEmWob,Woah,My Turn,Lil Baby,2020-02-28,183011,69,0.883,0.0177,0.599,0.0,0.179,-5.551,0.248,142.976,4
125,126,Lettre à une femme,Ninho,6813388,https://open.spotify.com/track/5HEtuK03ygUzqca6yfgOYZ,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,5HEtuK03ygUzqca6yfgOYZ,Lettre à une femme,M.I.L.S 3,Ninho,2020-03-07,157766,69,0.487,0.835,0.398,0.0,0.12,-9.901,0.0697,149.367,4
126,127,No Idea,Don Toliver,6729795,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,3VyjsVV24RmBIbWJAeUJNu,No Idea,No Idea,Don Toliver,2019-05-29,154424,8,0.651,0.519,0.631,0.000579,0.165,-5.717,0.0896,127.994,4
127,128,Bandit (with YoungBoy Never Broke Again),Juice WRLD,6725612,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,6Gg1gjgKi2AK4e0qzsR7sd,Bandit (with YoungBoy Never Broke Again),Bandit (with YoungBoy Never Broke Again),Juice WRLD,2019-10-04,189322,83,0.474,0.0687,0.631,0.0,0.132,-5.884,0.343,180.051,4
128,129,Believer,Imagine Dragons,6708817,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,0pqnGHJpmpxLKifKRmU6WP,Believer,Evolve,Imagine Dragons,2017-06-23,204346,88,0.776,0.0622,0.78,0.0,0.081,-4.374,0.128,124.949,4
129,130,B.S. (feat. H.E.R.),Jhené Aiko,6698476,https://open.spotify.com/track/63wx9vdskaXbYxyDx4oJCZ,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,63wx9vdskaXbYxyDx4oJCZ,B.S. (feat. H.E.R.),Chilombo,Jhené Aiko,2020-03-06,212866,77,0.617,0.554,0.525,1.1e-06,0.135,-10.426,0.12,135.781,4
130,131,Happier,Marshmello,6617815,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,2dpaYNEQHiRxtZbfNsse99,Happier,Happier,Marshmello,2018-08-17,214289,85,0.687,0.191,0.792,0.0,0.167,-2.749,0.0452,100.015,4
131,132,Wow.,Post Malone,6612382,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,7xQAfvXzm3AkraOtGPWIZg,Wow.,Hollywood's Bleeding,Post Malone,2019-09-06,149546,83,0.829,0.136,0.539,1.78e-06,0.103,-7.359,0.208,99.96,4
132,133,Old Town Road - Remix,Lil Nas X,6522488,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,2YpeDb67231RjR0MgVLzsG,Old Town Road - Remix,7 EP,Lil Nas X,2019-06-21,157066,82,0.878,0.0533,0.619,0.0,0.113,-5.56,0.102,136.041,4
133,134,The Other Side (from Trolls World Tour),SZA,6461447,https://open.spotify.com/track/463PQggkmk5tTw8ug0ahOX,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,463PQggkmk5tTw8ug0ahOX,The Other Side (from Trolls World Tour),The Other Side (from Trolls World Tour),SZA,2020-02-26,188186,72,0.76,0.00277,0.607,0.0,0.132,-6.274,0.0964,105.979,4
134,135,OUT WEST (feat. Young Thug),JACKBOYS,6452778,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,6gi6y1xwmVszDWkUqab1qw,OUT WEST (feat. Young Thug),JACKBOYS,JACKBOYS,2019-12-27,157712,83,0.802,0.0104,0.591,0.0,0.196,-4.895,0.225,139.864,4
135,136,Medusa,Jhay Cortez,6430366,https://open.spotify.com/track/3qM0vBxIe4VUbK0Z0smuVP,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,3qM0vBxIe4VUbK0Z0smuVP,Medusa,Medusa,Jhay Cortez,2020-02-05,305333,73,0.886,0.194,0.604,3.15e-06,0.107,-7.293,0.208,98.023,4
136,137,XO Tour Llif3,Lil Uzi Vert,6381811,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,7GX5flRQZVHRAGd6B4TmDO,XO Tour Llif3,Luv Is Rage 2,Lil Uzi Vert,2017-08-25,182706,84,0.732,0.00264,0.75,0.0,0.109,-6.366,0.231,155.096,4
137,138,Blanco,J Balvin,6340627,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,2rc7BkzO8qepMFAxHtOrXc,Blanco,Blanco,J Balvin,2019-11-15,145800,69,0.87,0.0253,0.706,0.0063,0.0872,-5.395,0.126,100.013,4
138,139,How Do You Sleep?,Sam Smith,6320139,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,6b2RcmUt1g9N9mQ3CbjX2Y,How Do You Sleep?,How Do You Sleep?,Sam Smith,2019-07-19,202204,80,0.477,0.153,0.682,0.0,0.0763,-4.931,0.0925,110.567,5
139,140,Urgency (feat. Syd),Lil Uzi Vert,6224412,https://open.spotify.com/track/5KlPy74NOEAt8jC3FYURnQ,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,5KlPy74NOEAt8jC3FYURnQ,Urgency (feat. Syd),Eternal Atake,Lil Uzi Vert,2020-03-06,181161,57,0.619,0.0326,0.784,2.85e-06,0.315,-6.11,0.123,156.035,4
140,141,Angst,Loredana,6224166,https://open.spotify.com/track/3R3rQ7FbTJdsi5She10YvI,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,3R3rQ7FbTJdsi5She10YvI,Angst,Angst,Loredana,2020-03-06,176096,58,0.833,0.0284,0.677,0.0,0.0502,-5.537,0.239,100.073,4
141,142,ON (Feat. Sia),BTS,6219276,https://open.spotify.com/track/3IB5qOeMayvpOdHxYCL5tZ,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,3IB5qOeMayvpOdHxYCL5tZ,ON (Feat. Sia),MAP OF THE SOUL : 7,BTS,2020-02-21,246816,66,0.591,0.137,0.848,0.0,0.372,-4.397,0.0828,105.922,4
142,143,Sucker,Jonas Brothers,6170724,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,22vgEDb5hykfaTwLuskFGD,Sucker,Happiness Begins,Jonas Brothers,2019-06-07,181026,83,0.842,0.0427,0.734,0.0,0.106,-5.065,0.0588,137.958,4
143,144,Without Me,Halsey,6166976,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,6FZDfxM3a3UCqtzo5pxSLZ,Without Me,Manic,Halsey,2020-01-17,201660,78,0.752,0.297,0.488,9.11e-06,0.0936,-7.05,0.0705,136.041,4
144,145,Bruises,Lewis Capaldi,6149975,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,4Of7rzpRpV1mWRbhp5rAqG,Bruises,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,220492,83,0.736,0.946,0.308,0.0,0.186,-7.83,0.0677,111.202,4
145,146,Bohemian Rhapsody - Remastered 2011,Queen,6143266,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,4u7EnebtmKWzUH433cf5Qv,Bohemian Rhapsody - Remastered 2011,A Night At The Opera (2011 Remaster),Queen,1975-11-21,354320,83,0.414,0.271,0.404,0.0,0.3,-9.928,0.0499,71.105,4
146,147,P FKN R,Bad Bunny,6041127,https://open.spotify.com/track/0fgsKar6uBO08vzHXkTjWi,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,0fgsKar6uBO08vzHXkTjWi,P FKN R,YHLQMDLG,Bad Bunny,2020-02-28,258280,69,0.82,0.409,0.635,0.0,0.244,-5.749,0.0772,101.024,4
147,148,Modern Loneliness,Lauv,6020508,https://open.spotify.com/track/1eyek0KJEh2v5HQ9uQSybb,regional-global-weekly-2020-03-06--2020-03-13.csv,2020-03-13,1eyek0KJEh2v5HQ9uQSybb,Modern Loneliness,~how i'm feeling~,Lauv,2020-03-06,252337,73,0.702,0.144,0.508,0.0,0.108,-7.105,0.035,82.008,4
